pmid	filename	text
12672033	pmid-12672033.txt	"12672033|t|Análisis de mutaciones en DMBT1 en glioblastoma, meduloblastoma y tumores oligodendrogliales
12672033|a|DMBT1 ha sido implicado como un posible gen supresor de tumores en el cromosoma 10q en cáncer de cerebro, gastrointestinal y pulmón. La deleción homocigota y la falta de expresión son dos mecanismos conocidos para la inactivación de DMBT1. Evaluamos si la mutación somática, que representa un mecanismo importante de inactivación para la mayoría de los genes supresores de tumores, ocurre en el gen DMBT1. Se analizaron un total de 102 tumores cerebrales primarios, que consistían en 25 glioblastomas multiforme, 24 meduloblastomas y 53 tumores oligodendrogliales, mediante electroforesis en gel sensible a la conformación en los 54 exones codificantes de DMBT1. Se detectaron doce sustituciones de bases diferentes en 26 (25%) tumores. Ocho sustituciones de bases resultaron en cambios de aminoácidos y 4 fueron silenciosas. Sin embargo, estos cambios de bases también se detectaron en muestras de sangre emparejadas con los tumores, lo que indica que las variaciones de bases representan polimorfismos genéticos. También evaluamos las deleciones homocigotas del gen DMBT1 en la serie y encontramos que 16 de 95 (5 glioblastomas, 5 meduloblastomas, 6 tumores oligodendrogliales; total 17%) tumores presentan esta alteración. Se disponía de muestras de ADN de alta calidad de sangre en 5 tumores con deleción homocigota y, mediante PCR de largo alcance, se encontró que 3 de estas muestras de sangre presentaban deleciones hemizigotas germinales en una región entre los intrones 10 y 26 de DMBT1. Nuestros resultados mostraron que la mutación no juega un papel en la inactivación de DMBT1 en tumores cerebrales. La deleción homocigota intragénica de DMBT1 es común en tumores cerebrales y probablemente es el resultado de una deleción germinativa de un alelo seguida de la pérdida del segundo alelo durante el desarrollo del tumor.
"
12673366	pmid-12673366.txt	"12673366|t|Análisis del polimorfismo G/C en la región no traducida 5' del gen RAD51 en cáncer de mama.
12673366|a|Las proteínas supresoras del cáncer de mama BRCA1 y BRCA2 interactúan con RAD51, una proteína esencial para mantener la estabilidad genómica al desempeñar un papel central en la reparación recombinacional dependiente de la homología de las roturas de doble cadena del ADN. Por lo tanto, la variabilidad genética en el gen RAD51 puede contribuir a la aparición y/o progresión del cáncer de mama. Se ha informado que un polimorfismo de nucleótido único en la región no traducida 5' de RAD51 (una sustitución G por C en la posición 135, el polimorfismo G/C) modula el riesgo de cáncer de mama. Investigamos la distribución de genotipos y frecuencia de alelos del polimorfismo G/C en cáncer de mama. Se obtuvieron muestras de tejido tumoral de mujeres posmenopáusicas con carcinoma de mama sin ganglios linfáticos afectados y con ganglios linfáticos afectados con tamaño uniforme del tumor. Las muestras de sangre de mujeres sanas de la misma edad sirvieron como control. El polimorfismo G/C se determinó mediante polimorfismo de longitud de fragmentos de restricción basado en PCR con MvaI. La distribución de los genotipos del polimorfismo G/C no difirió significativamente (P > 0,05) de los predichos por la distribución de Hardy-Weinberg. No hubo diferencias en la distribución de genotipos y frecuencias de alelos entre pacientes con ganglios linfáticos afectados y sin afectar. No hubo diferencias significativas entre las distribuciones de los genotipos en subgrupos asignados a grados histológicos según los criterios de Scarf-Bloom-Richardson y la distribución predicha por el equilibrio de Hardy-Weinberg (P > 0,05). Nuestro estudio sugiere que el polimorfismo G/C del gen RAD51 puede no estar directamente involucrado en el desarrollo y/o progresión del cáncer de mama y, por lo tanto, puede no ser útil como marcador independiente en esta enfermedad.
"
12701064	pmid-12701064.txt	"12701064|t|Una nueva mutación compuesta heterocigota en el gen CYP17 (P450 17alfa-hidroxilasa) que conduce a la deficiencia de 17alfa-hidroxilasa/17,20-liasa.
12701064|a|Las mutaciones en el gen CYP17 afectan la biosíntesis de esteroides en las glándulas adrenales y gonadales y a menudo causan deficiencia de 17alfa-hidroxilasa/17,20-liasa, lo que conduce a amenorrea, infantilismo sexual e hipertensión hipokalémica con baja aldosterona. Se han reportado varias mutaciones en CYP17 que resultan en deficiencia de 17alfa-hidroxilasa/17,20-liasa. En el presente estudio, encontramos una nueva mutación en CYP17 a partir del análisis molecular de un paciente coreano con amenorrea primaria, cariotipo 46,XX e hipertensión hipokalémica. Secuenciamos los 8 exones del gen CYP17 que se amplificaron a partir del ADN genómico del paciente utilizando la reacción en cadena de la polimerasa (PCR) y encontramos una mutación compuesta heterocigota en el gen estructural CYP17; una deleción de 1 base y una transversión de 1 base (TAC-->AA) en el codón 329, lo que conduce a la producción de una proteína truncada (1-417 aminoácidos), y una deleción de 3 bases (TCC, ya sea en el codón 350-351 o 351-352) en el otro alelo. El análisis de digestión con enzimas de restricción del ADN del paciente y de los padres mostró que la deleción de 1 base y la deleción de 3 bases son heredadas de la madre y el padre, respectivamente. Concluimos que estas nuevas mutaciones compuestas heterocigotas podrían explicar las manifestaciones clínicas de deficiencia de 17alfa-hidroxilasa/17,20-liasa del paciente.
"
12716337	pmid-12716337.txt	"12716337|t|Polimorfismo en la posición -174 del gen IL-6 se asocia con susceptibilidad a periodontitis crónica en una población caucásica brasileña.
12716337|a|ANTECEDENTES: La interleucina-6 (IL-6) es una citocina multifuncional que media la destrucción inflamatoria del tejido. Una sustitución G a C en la posición -174 en el promotor del gen IL-6 reduce la transcripción in vitro de IL-6. Este polimorfismo se ha asociado con enfermedades inflamatorias como la artritis crónica. OBJETIVO: El objetivo de este estudio fue investigar la asociación entre el polimorfismo IL-6-174 y la susceptibilidad a la periodontitis crónica en brasileños. MATERIAL Y MÉTODOS: Ochenta y cuatro sujetos no fumadores mayores de 25 años (edad media 42,4) se dividieron según el nivel de gravedad de la enfermedad periodontal: 36 individuos sanos (grupo control), 24 sujetos con periodontitis moderada y 24 con periodontitis grave. Se obtuvo ADN genómico de células epiteliales mediante un enjuague bucal con un 3% de glucosa y raspado de la mucosa oral. Las muestras se analizaron para el polimorfismo IL-6-174 utilizando PCR-RFLP. La significancia de las diferencias en las frecuencias del polimorfismo en el grupo control y los grupos con periodontitis se evaluó mediante la prueba de chi2 (p<0,05). RESULTADOS: Se encontraron diferencias entre el grupo control y los grupos con periodontitis en las frecuencias de genotipo (p=0,0036, OR=3,0) y alelo (p=0,0838, OR=1,9). CONCLUSIÓN: Se concluyó que el polimorfismo IL-6-174 se asocia con la susceptibilidad a la periodontitis crónica en la población estudiada.
"
12719097	pmid-12719097.txt	"12719097|t|Una nueva mutación en CACNA1F en una familia francesa con el tipo incompleto de ceguera nocturna congénita ligada al cromosoma X.
12719097|a|OBJETIVO: Describir una familia francesa con el tipo incompleto de ceguera nocturna congénita ligada al cromosoma X (CSNB2) asociada con una nueva mutación en el gen de la subunidad alfa(1) del canal de calcio específico de la retina (CACNA1F). DISEÑO: Informe de caso intervencional. MÉTODOS: Se examinaron clínicamente dos miembros de la familia con antecedentes de ceguera nocturna no progresiva y agudeza visual subnormal, y se determinó el genotipo mediante análisis genético molecular. RESULTADO: Ambos pacientes presentaron manifestaciones clínicas características de CSNB2. Electrofisiológicamente, se encontró una reducción predominante de la onda B del ERG en la respuesta máxima. Tanto la función de los bastones como la de los conos fueron subnormales, siendo esta última tendente a ser más atenuada. Se identificó una deleción C en la posición nucleotídica 4548, lo que resultó en un cambio de marco con una terminación prematura predicha en el codón 1524. CONCLUSIONES: El estudio clínico y genético de una nueva mutación en el gen CACNA1F añade más apoyo a la idea de que CSNB2 representa un trastorno retiniano genéticamente distinto de un canal de calcio.
"
12729343	pmid-12729343.txt	"12729343|t|Polimorfismos genéticos de NRAMP1 como factor de riesgo de pleuritis tuberculosa
12729343|a|CONTEXTO: NRAMP1 codificado por el gen NRAMP1 influye en la función fagolisosomal de los macrófagos alveolares contra Mycobacterium tuberculosis. Los polimorfismos genéticos de NRAMP1 afectan la resistencia innata del huésped a través de la producción y función defectuosas de Nrampl. OBJETIVO: Investigar esta relación, se determinaron los polimorfismos de NRAMP1 en pacientes con pleuritis tuberculosa. DISEÑO: Se designaron 56 pacientes con biopsia pleural positiva al grupo de pleuritis y 45 adultos sanos al grupo de control. Se determinaron tres polimorfismos de NRAMP1, como cambio de nucleótido único en el intrón 4 (469 + 14G/C, INT4), una sustitución de base única no conservadora en el codón 543 (D543N) y la eliminación TGTG en la región no traducida 3' (1729 + 55del4, 3'UTR). RESULTADOS: Las frecuencias de los genotipos mutantes de INT4 y 3'UTR fueron significativamente altas en el grupo de pleuritis (P = 0,01, P = 0,02), pero las frecuencias de D543N no fueron significativamente diferentes entre los dos grupos. Las razones de probabilidades (OR), que son una comparación del genotipo salvaje con el mutante, fueron de 8,02 (IC del 95% 2,42 a 26,57) para INT4 y 5,73 (IC del 95% 1,14 a 28,92) para 3'UTR, que fueron estadísticamente significativas. En el análisis combinado de INT4 y 3'UTR, las OR fueron de 6,00 (IC del 95% 1,46 a 24,64) para el genotipo GC/++ y 14,00 (IC del 95% 1,61 a 121,75) para GC/+del en comparación con GG/++, estas diferencias fueron estadísticamente significativas. CONCLUSIÓN: Los polimorfismos genéticos de NRAMP1, especialmente INT4 y 3'UTR, estuvieron estrechamente relacionados con la pleuritis tuberculosa.
"
12736721	pmid-12736721.txt	"12736721|t|Cambios genéticos y expresión del gen del receptor de manosa 6-fosfato/factor de crecimiento similar a la insulina II en el carcinoma hepatocelular asociado al virus de la hepatitis B en humanos.
12736721|a|Se ha informado que el 60-70% del carcinoma hepatocelular (HCC) negativo para el virus de la hepatitis B (HBV) presenta pérdida de heterocigosidad (LOH) en el locus del receptor de manosa 6-fosfato/factor de crecimiento similar a la insulina II (M6P/IGF2R) y que este gen está mutado en el 55% de estos pacientes con LOH. En este estudio, se utilizó ADN genómico de 29 pares de HCC positivos para HBV y tejidos no tumorales correspondientes para analizar la LOH en el locus M6P/IGF2R y la deleción de una sola desoxiguanosina en este gen mediante PCR. Se utilizó ARN total de 19 de los 29 pacientes para determinar una inserción de 192 pb en el ARNm de M6P/IGF2R y la expresión de este gen mediante RT-PCR. Se encontró que 28 de 29 (97%) de los HCC positivos para HBV eran informativos en el locus M6P/IGF2R, pero la LOH en esta región solo se detectó en 4/28 (14%) de los pacientes informativos. Ni la deleción de una sola desoxiguanosina en este gen ni la inserción de 192 pb en su ARNm ocurrieron en estos pacientes. En comparación con los tejidos no tumorales correspondientes, la expresión del ARNm de M6P/IGF2R disminuyó en 13/19 (68%) de los tejidos de HCC positivos para HBV, lo que sugiere que M6P/IGF2R puede estar involucrado en la hepatocarcinogénesis asociada al HBV mediante la regulación de su nivel de expresión. En el desarrollo de HCC asociado al HBV, la mutación de M6P/IGF2R puede no ser un agente importante.
"
12737948	pmid-12737948.txt	"12737948|t|Una mutación de ""alelo nulo"" es responsable de la protoporfiria eritropoyética en un paciente israelí que se sometió a un trasplante de hígado: relaciones entre parámetros bioquímicos, clínicos y genéticos.
12737948|a|Las mutaciones en el gen de la ferroquelatasa humana (FECH) son la causa principal del trastorno congénito de la protoporfiria eritropoyética (PPE). Mientras que la mayoría de los pacientes con PPE presentan solo fotosensibilidad, un pequeño porcentaje de pacientes (aproximadamente el 2%) desarrollan complicaciones hepáticas además de los síntomas cutáneos. En este estudio, se secuenció el gen FECH de un paciente israelí con PPE que sufrió complicaciones hepáticas relacionadas con la PPE. Se identificó un defecto de splicing IVS10+1, g-->t, que se sabe que causa la eliminación del exón 10, en el paciente índice, así como en su hermana mayor sintomática y en su madre asintomática. Al igual que las otras 12 mutaciones conocidas de FECH asociadas con complicaciones hepáticas, IVS10+1, g-->t es una mutación de ""alelo nulo"". Aunque los dos hermanos con PPE manifiesta comparten un genotipo idéntico con respecto tanto a la mutación en un alelo de FECH como a tres polimorfismos de un solo nucleótido intragénicos, -251G, IVS1-23T e IVS3-48C en el otro alelo, la hermana del paciente índice no ha mostrado hasta ahora signos de afectación hepática, lo que sugiere que otros factores podrían explicar la enfermedad hepática en la PPE.
"
12750403	pmid-12750403.txt	"12750403|t|Disfunción del canal del marcapasos en un paciente con enfermedad del nodo sinusal.
12750403|a|La corriente del marcapasos cardíaco I(f) es un determinante importante de la despolarización diastólica en las células del nodo sinusal y tiene un papel clave en la generación del latido cardíaco. Por lo tanto, se hipotetizó que algunas formas de disfunción del nodo sinusal (SND) ""idiopáticas"" están relacionadas con disfunciones heredadas de los canales iónicos del marcapasos cardíaco. En un enfoque de genes candidatos, se detectó una deleción heterocigota de 1 pb (1631delC) en el exón 5 del gen HCN4 humano en un paciente con SND idiopático. La proteína HCN4 mutante (HCN4-573X) tenía un C-terminus truncado y carecía del dominio de unión a nucleótidos cíclicos. Las células COS-7 transfectadas transitoriamente con HCN4-573X cDNA indicaron un tráfico intracelular normal y una integración de la membrana de las subunidades HCN4-573X. Los experimentos de patch-clamp mostraron que los canales HCN4-573X mediaban corrientes similares a I(f) que eran insensibles a los niveles celulares aumentados de cAMP. Los experimentos de coexpresión mostraron un efecto dominante negativo de las subunidades HCN4-573X sobre las subunidades salvajes. Estos datos indican que los canales I(f) cardíacos se expresan funcionalmente pero con propiedades biofísicas alteradas. En conjunto, los datos clínicos, genéticos e in vitro proporcionan una explicación probable para la bradicardia sinusal del paciente y la incompetencia cronotrópica.
"
12752111	pmid-12752111.txt	"12752111|t|La base molecular de las talasemias en Sri Lanka
12752111|a|Se analizaron las mutaciones del gen de la beta-globina y los genes de la alfa-globina de 620 pacientes con fenotipo de talasemia moderada a grave de siete centros en Sri Lanka. Se identificaron 24 mutaciones del gen de la beta-globina, tres de las cuales representaron el 84,5% de los 1240 alelos estudiados: IVSI-5 (G-->C) 56,2%; IVSI-1 (G-->A) 15,2%; y hemoglobina E (codón (CD)26 GAG-->GAA) 13,1%. Se encontraron tres nuevas mutaciones: una deleción de 13 pb que elimina el último nucleótido en CD6 a CD10 inclusive, IVSI-129 (A-->C) en el sitio de empalme consenso y un cambio de marco, CD55 (-A). La frecuencia alélica de la alfa+ talasemia fue del 6,5% y del 1,1% para las deleciones -alpha3.7 y -alpha4.2, respectivamente. No se observó talasemia alfa no deleción. La presencia de tres o cuatro genes de alfa-globina fue inusualmente común. En el 1,5% de los casos no fue posible identificar los alelos de beta-talasemia, pero en Kurunegala, los estudios detallados de la familia llevaron a una explicación del fenotipo de talasemia grave en cada caso, incluyendo una instancia previamente no informada de homocigosis para un gen de alfa-globina cuadruplicado junto con el rasgo de beta-talasemia. Estos hallazgos tienen implicaciones para el control de la talasemia en poblaciones de alta frecuencia con historias étnicas complejas.
"
